,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
5564,0,1,9,7,0,6,10,24,1,5,0,1,0,0,1,0,3,1,0,1,0,1,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5566,0,4,15,10,0,3,9,23,2,4,2,6,0,0,0,1,0,8,0,0,0,1,2,0,0,2,1,3,3,2,1,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,0,1,12,4,0,0,2,2,0,2,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5568,0,6,28,26,0,5,20,37,4,9,1,9,0,0,2,1,3,4,0,0,2,4,3,2,1,0,2,3,2,0,2,5,1,0,0,3,0,1,2,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5570,0,8,15,17,0,0,9,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5572,0,0,4,4,7,0,1,1,0,0,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5573,0,0,0,0,2,0,5,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5574,0,4,20,9,0,0,2,1,10,1,0,4,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
5575,0,2,16,5,0,0,4,0,5,2,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,1,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5596,0,4,12,10,0,0,20,26,0,12,0,3,0,0,0,1,0,5,0,0,0,0,4,0,1,0,0,0,0,1,1,2,0,0,0,0,0,10,1,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5597,0,1,5,15,0,0,6,7,0,6,3,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5598,0,3,18,12,0,1,8,6,0,2,1,3,0,0,0,1,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5599,0,8,11,9,0,0,5,4,0,0,0,3,0,0,0,1,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5600,0,3,32,11,0,1,35,13,1,5,0,8,0,0,0,4,3,9,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,1,2,15,6,0,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5602,1,2,7,2,0,1,12,21,0,0,0,6,0,0,0,0,0,3,0,1,0,0,1,4,0,1,0,8,0,0,0,8,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,0,2,12,6,0,3,7,7,0,0,0,2,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5605,7,10,32,12,23,0,2,40,6,7,3,10,0,0,2,3,0,2,0,2,0,4,0,1,1,0,0,5,1,3,0,5,0,1,0,7,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,0,0,3,0,0,0,2,3,0,1,0,1,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5607,0,5,26,13,0,1,6,6,1,4,4,5,0,0,0,4,0,1,0,0,0,1,4,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5608,0,3,13,7,0,1,5,5,3,1,2,0,0,0,0,2,5,0,1,1,0,0,3,0,2,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5609,0,22,46,19,0,8,6,36,2,6,1,8,0,0,2,5,3,5,0,1,0,1,5,0,0,0,1,2,0,3,3,0,1,3,0,0,1,3,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5610,0,1,12,3,0,1,2,2,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,0,1,22,10,0,2,9,23,5,2,1,1,0,0,1,1,0,1,1,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5614,1,7,40,32,1,8,17,20,3,2,0,9,0,0,0,2,0,2,3,1,0,0,6,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,0,4,6,8,0,7,12,25,2,6,1,7,0,0,0,0,2,4,0,1,0,0,6,0,2,0,0,0,1,3,0,0,1,0,0,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5616,2,2,8,1,0,0,7,2,0,3,0,1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,1,4,23,18,0,0,3,5,2,3,0,3,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5619,0,10,17,10,0,1,6,1,1,1,0,0,0,0,0,4,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,2,4,10,12,20,0,4,5,0,1,0,6,0,0,5,1,0,0,1,0,0,0,0,5,0,0,0,2,0,0,1,3,0,2,2,3,1,2,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5621,0,13,28,12,0,3,7,8,3,1,1,2,0,0,1,3,0,2,1,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,0,11,25,6,0,0,12,12,2,4,2,2,0,0,0,1,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,0,6,24,10,0,1,15,11,7,4,0,0,0,0,0,1,3,4,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1,2,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5646,0,8,25,19,0,0,21,8,2,3,1,3,0,0,0,2,3,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5647,0,2,0,0,0,0,3,8,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,0,8,45,25,0,2,45,45,4,10,2,11,0,0,0,1,2,5,0,2,2,1,7,1,2,0,0,0,0,2,1,4,0,0,0,1,0,4,0,0,0,3,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5649,0,2,10,2,0,0,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,0,5,26,18,0,1,16,6,0,4,0,5,0,0,0,1,0,4,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,0,1,18,10,0,0,16,8,0,5,0,0,0,0,0,1,3,3,0,2,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5652,0,2,11,8,0,0,5,3,0,2,1,1,0,0,0,0,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5653,0,8,19,18,0,0,7,8,1,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,2,1,1,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5656,0,3,15,15,0,0,10,11,3,6,1,1,0,0,0,0,2,0,0,0,0,2,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,0,1,2,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5658,0,0,2,0,0,0,11,7,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5659,0,0,2,0,1,1,0,9,0,2,1,2,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,2,0,8,5,2,2,12,15,2,3,0,3,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5661,0,3,4,7,0,0,0,15,3,0,0,4,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,3,1,0,0,1,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5662,0,0,3,2,0,0,1,10,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5663,0,2,1,9,0,0,2,7,0,2,1,3,0,0,0,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5664,0,0,1,2,0,2,6,11,0,0,1,2,0,0,3,0,0,2,0,1,0,0,4,0,2,0,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5665,0,2,10,3,0,7,5,16,3,0,0,4,0,0,0,3,0,3,0,0,0,0,3,0,2,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5666,0,2,16,15,0,1,2,3,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,0,3,21,2,0,0,8,20,1,6,0,7,0,0,0,2,1,2,0,0,0,0,3,0,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5668,0,1,21,11,4,0,0,15,1,2,1,3,0,0,1,2,0,2,1,2,0,1,0,0,0,0,2,3,2,2,0,1,0,0,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5669,0,4,13,4,0,0,2,10,1,1,0,3,0,0,0,2,0,0,0,2,0,1,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,0,4,4,4,0,0,5,18,2,5,4,5,0,0,0,2,0,0,0,0,0,1,5,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,0,7,43,29,0,0,15,19,7,12,2,2,1,0,0,7,1,3,0,1,0,2,6,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5672,0,6,39,18,0,4,1,12,0,2,2,7,0,0,1,3,1,3,0,0,0,0,3,1,1,1,1,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5673,2,4,10,1,0,4,19,11,2,3,0,0,0,0,0,2,1,3,0,2,0,1,4,0,0,1,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5703,0,7,20,12,0,2,6,9,1,2,2,3,0,0,0,3,1,1,0,1,0,0,4,0,1,0,1,0,0,2,0,1,0,1,0,0,0,3,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,0,1,36,28,1,5,26,27,2,5,0,1,0,0,0,0,3,11,0,2,0,2,2,0,3,0,0,0,2,1,2,0,0,0,0,0,0,2,1,0,0,6,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5706,0,4,16,10,0,2,10,6,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5707,0,5,14,15,0,0,25,26,0,7,0,6,0,0,0,1,1,8,3,1,0,0,2,0,0,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5708,0,7,21,14,0,0,25,13,3,5,1,3,0,0,0,2,4,3,0,1,0,1,0,0,0,0,3,2,2,0,0,1,0,0,0,0,0,2,1,2,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
5709,0,1,13,6,0,3,3,1,0,1,1,7,0,0,0,0,1,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5710,4,6,14,11,0,0,5,32,2,1,0,5,0,0,0,2,1,1,0,1,4,0,3,3,1,0,0,9,0,0,0,1,0,0,0,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712,0,4,25,13,0,0,12,9,2,8,2,3,0,0,0,0,1,4,0,1,0,0,6,0,0,1,0,5,0,0,1,0,1,0,0,0,0,3,0,0,0,5,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5713,0,2,15,9,0,0,7,6,1,1,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,0,2,14,5,0,0,5,8,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5715,1,5,9,7,2,0,9,11,0,2,2,5,0,0,0,1,1,3,1,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5716,0,7,18,8,0,2,9,12,2,5,0,5,0,0,0,0,4,5,1,4,0,0,5,0,1,0,4,1,0,0,0,0,1,1,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5717,1,1,8,3,0,2,9,23,1,3,0,9,0,0,1,0,0,1,1,1,1,1,1,0,2,15,1,3,0,16,1,3,0,0,1,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
5718,0,5,24,28,0,2,9,33,0,5,0,1,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,1,1,2,0,1,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5719,0,1,5,7,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,0,0,3,3,0,1,2,4,0,0,2,0,0,1,0,3,0,2,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5721,0,0,9,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5722,0,3,16,4,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5723,0,4,17,11,0,1,5,22,0,5,1,2,0,0,1,1,0,3,0,2,2,0,0,2,2,2,2,3,0,1,0,6,1,0,1,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5724,0,2,12,10,0,3,11,23,4,10,3,0,0,0,0,4,1,2,1,1,0,0,3,0,1,0,0,1,1,2,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5725,0,1,8,0,0,0,2,6,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5726,0,5,7,7,0,0,3,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5727,0,2,6,1,0,8,6,15,0,2,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5728,0,2,9,7,0,1,6,23,0,1,0,3,0,0,1,0,0,2,0,1,0,0,3,0,1,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5729,0,10,38,15,0,5,7,5,1,3,3,8,0,0,0,4,0,1,0,0,0,0,2,0,1,0,1,1,1,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730,0,6,18,14,0,1,5,1,2,2,1,0,0,0,1,0,2,1,0,0,0,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5731,0,7,16,10,0,0,4,6,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5732,0,3,15,9,0,1,26,21,1,4,0,7,0,0,1,6,1,6,0,1,0,3,6,0,0,1,2,1,0,0,2,0,0,0,1,0,3,1,0,0,0,3,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5733,0,0,14,6,0,2,7,0,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,0,4,10,5,0,0,1,9,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
